episode,reward,collisions,completion,steps
214,20.572910251899884,3,1,24
215,26.27130012237467,0,1,14
216,27.27497269399464,0,1,8
217,26.336481234873645,0,1,21
218,34.747062981827185,0,1,58
219,30.591932491097396,0,1,41
220,47.697954428425874,0,0,200
221,27.34579945371661,0,1,11
222,25.2731394902803,0,1,24
223,21.006725311279297,0,1,1
224,48.57506270054728,0,1,46
225,40.239475092254,0,1,96
226,99.05602508789161,0,1,151
227,42.37638682126999,0,1,22
228,48.91998669473833,0,0,200
229,19.553213304723613,5,1,20
230,22.36022960266564,0,1,15
231,39.30638741166331,0,1,36
232,22.20448978926288,0,1,19
233,39.698724014277104,0,1,62
234,23.090948823839426,0,1,5
235,92.95279054885032,1,1,185
236,40.17816927144304,0,1,130
237,25.565090615302324,0,1,16
238,21.999000549316406,0,1,1
239,38.18795731878345,0,0,200
240,23.457781363278627,0,1,9
241,29.15580830757972,0,1,13
242,23.319292495027184,0,1,7
243,59.789633862368646,0,1,154
244,22.753755182842724,0,1,39
245,29.530063657090068,0,1,19
246,82.22217041288968,3,1,113
247,85.67710239323787,0,1,99
248,78.35860535054235,2,1,125
249,23.05012357234955,0,1,3
250,47.154010180194746,3,0,200
251,28.13991892337799,0,1,8
252,84.72749620768445,1,1,191
253,36.446594037348405,0,1,34
254,36.276754118851386,3,1,22
255,29.44761091854889,6,1,40
256,44.16577076911926,0,1,24
257,22.00359535217285,0,1,1
258,33.275951862335205,0,1,13
259,22.091055980185047,0,1,5
260,29.76401841454208,0,1,16
261,74.45098002660961,0,1,121
262,32.78039035812253,3,1,65
263,22.133355909958482,0,1,7
264,21.367934559646528,2,1,97
265,24.709960274689365,0,1,14
266,49.55776105693076,5,1,50
267,22.52845218341099,3,1,33
268,49.75052089248493,15,0,200
269,24.321764693013392,0,1,15
270,21.999711990356445,0,1,1
271,22.097624706104398,5,1,6
272,22.582421159371734,3,1,12
273,24.608293188735843,0,1,12
274,22.01177978515625,0,1,1
275,23.61311143700732,3,1,32
276,50.35885019088164,5,0,200
277,35.44155455863802,4,1,74
278,28.213224938430358,0,1,11
279,91.00874174415367,0,1,130
280,41.60456021520076,2,1,53
281,36.49853774020448,0,1,33
282,23.03849558182992,3,1,20
283,50.41186526999809,0,1,117
284,25.05426514148712,0,1,5
285,34.25793594121933,0,1,14
286,13.479688900744804,0,0,200
287,5.884393722226378,20,0,200
288,48.37710762547795,3,0,200
289,27.470690466812812,0,1,18
290,42.680774441105314,0,1,25
291,31.48245171830058,0,1,17
292,21.014530181884766,0,1,1
293,23.810428691853303,0,1,63
294,21.02138328552246,0,1,1
295,35.70042995514814,4,1,57
296,77.98931805364555,0,1,104
297,24.10486340522766,0,1,4
298,30.690852176048793,0,1,51
299,21.01242446899414,0,1,1
300,21.006393432617188,0,1,1
301,25.410327922785655,0,1,16
302,22.002744674682617,0,1,1
303,62.994210940843914,0,1,116
304,44.99772816867335,3,1,67
305,21.999000549316406,0,1,1
306,52.40089539082328,0,1,34
307,34.16810363531113,0,1,14
308,27.292790534498636,0,1,16
309,31.048183381557465,0,1,11
310,89.97216376007418,0,0,200
311,21.014461517333984,0,1,1
312,21.002155303955078,0,1,1
313,36.146895414094615,0,1,92
314,29.156656205654144,0,1,9
315,67.46302344620926,4,1,102
316,67.88281181879574,0,1,96
317,26.567942777648568,0,1,15
318,24.62720092944801,0,1,18
319,68.2502780748764,0,0,200
320,23.066431760787964,0,1,3
321,23.14251517318189,0,1,5
322,22.00618553161621,0,1,1
323,22.00185203552246,0,1,1
324,76.15446130768396,0,0,200
325,38.00098962750053,0,0,200
326,54.00023597321706,7,1,122
327,0.3218338878832583,0,0,200
328,22.01150131225586,0,1,1
329,31.24393266439438,0,1,11
330,25.80829780502245,23,1,76
331,83.75858805101598,0,0,200
332,22.599074505385943,0,1,16
333,24.12504243850708,0,1,4
334,81.63192486157641,0,1,179
335,20.999000549316406,0,1,1
336,20.999000549316406,0,1,1
337,20.020112991333008,1,1,1
338,27.066569792106748,0,1,8
339,22.016399383544922,0,1,1
340,31.734572000801563,0,1,20
341,62.254458423529286,0,0,200
342,21.00870132446289,0,1,1
343,49.6738570149173,0,1,42
344,20.999000549316406,0,1,1
345,76.48076175250753,0,1,151
346,30.247893452644348,0,1,10
347,29.995231810717087,11,0,200
348,35.766075214822195,0,0,200
349,27.239547548873816,4,1,31
350,29.586647291784175,0,1,35
351,25.065659761428833,0,1,5
352,23.799309524940327,16,1,46
