episode,reward,collisions,completion,steps
86,5.051076085772365,0,0,200
87,3.6787228834509733,0,0,200
88,6.548115619982127,0,0,200
89,2.6496210896002594,0,0,200
90,6.083628200169187,0,0,200
91,22.381310829892755,0,1,22
92,3.629966672961018,0,0,200
93,2.359540913195815,0,0,200
94,4.893762666542898,0,0,200
95,22.086684124544263,0,1,18
96,22.95635614704952,0,1,108
97,22.63534465297562,0,1,29
98,2.5178851665114053,0,0,200
99,21.276405880227685,0,1,10
100,2.575065076453029,0,0,200
101,4.650741900026333,0,0,200
102,4.554924748939811,0,0,200
103,5.773028692026855,0,0,200
104,26.1734104428906,0,1,107
105,5.7040485583711416,0,0,200
106,7.248541661188938,0,0,200
107,3.397340849187458,0,0,200
108,24.50792825755343,0,1,133
109,6.95893993354548,0,0,200
110,4.450390243437141,0,0,200
111,2.6888092194312776,0,0,200
112,22.84147663301337,0,1,63
113,27.320590429750155,0,1,155
114,22.725436721229926,0,1,92
115,22.28746895864606,0,1,15
116,22.703553536674008,0,1,77
117,22.63399677054258,0,1,82
118,7.251759790175129,0,0,200
119,3.4781962078704964,0,0,200
120,7.886568395351787,0,0,200
121,4.004105028056074,0,0,200
122,3.5824754014029168,0,0,200
123,4.37395467562601,0,0,200
124,7.284306220477447,0,0,200
125,4.099640271335375,0,0,200
126,3.2017745390185155,0,0,200
127,27.212867797119543,0,1,72
128,26.294975606375374,0,1,111
129,26.469390151498374,0,1,142
130,6.483349163609091,0,0,200
131,23.020654481239035,0,1,72
132,22.297299623605795,0,1,31
133,25.215504896528728,0,1,140
134,24.6470758072428,0,1,106
135,7.420778911677189,0,0,200
136,8.130787406582385,0,0,200
137,22.13088289699226,0,1,18
138,8.86981503885545,0,0,200
139,22.05043967999518,0,1,13
140,7.731035483593587,0,0,200
141,27.184689090005122,0,1,96
142,9.868227456288878,0,0,200
143,6.24058352176894,0,0,200
144,23.28142183937598,0,1,72
145,10.079503090353683,0,0,200
146,6.4215054762753425,0,0,200
147,21.71103931061225,0,1,30
148,26.52054883580422,0,1,91
149,9.746394312860502,0,0,200
150,13.040117571363226,0,0,200
151,8.256174877926242,0,0,200
152,11.445688970736228,0,0,200
153,21.520090034697205,0,1,13
154,23.230795194453094,0,1,53
155,8.184156769581023,0,0,200
156,10.806064369447995,0,0,200
157,21.293365163961425,0,1,9
158,8.490767392446287,0,0,200
159,15.53073847584892,0,0,200
160,6.139324933523312,0,0,200
161,22.37062399671413,0,1,24
162,27.531346002942882,0,1,94
163,21.07055189087987,0,1,3
164,13.771587888360955,0,0,200
165,11.534483133815229,0,0,200
166,15.38987531692328,0,0,200
167,31.410917710512877,0,1,198
168,35.04550039413152,0,1,187
169,12.498102046083659,0,0,200
170,30.213901903596707,0,1,133
171,28.03247623424977,0,1,86
172,10.877673698123544,0,0,200
173,21.60843318141997,0,1,11
174,9.774826691136695,0,0,200
175,13.664398750290275,0,0,200
176,21.508588951837737,0,1,16
177,11.8034184526623,0,0,200
178,8.206621197343338,0,0,200
179,4.509655776884756,0,0,200
180,27.077004461549222,0,1,78
181,9.487953877236578,0,0,200
182,11.982261515106075,0,0,200
183,9.402096551959403,0,0,200
184,12.301596836652607,0,0,200
185,15.33965608640574,0,0,200
186,8.870597940636799,0,0,200
187,26.117769359145314,0,1,67
188,12.263800717773847,0,0,200
189,12.533750984468497,0,0,200
190,10.686803084274288,0,0,200
191,21.074951654300094,0,1,3
192,17.008220086514484,0,0,200
193,10.565895005478524,0,0,200
194,13.941411944688298,0,0,200
195,31.277656491147354,0,1,114
196,11.500964915321674,0,0,200
